Encoder,LearningAlgorithm,Baseball,UKHouseOfCommons,ca2006,codling,gtcars,midwest,mpg,msleep,myeloid,nassCDS,races2000,terrorism,txhousing,us_rent_income,water,MeanScore
TargetEncoder,MLPRegressor,0.20000000000000018,0.14742014742014745,0.13618677042801566,0.21946169772256735,1.4723404255319146,1.701333333333333,0.2546583850931675,0.46386554621848736,0.2677824267782421,0.05917159763313613,0.1717100633356791,1.3346379647749538,0.3953488372093023,0.02373887240356085,0.027586206896551745,0.4583494849852706
CountEncoder,RandomForestRegressor,0.07200000000000006,0.7223587223587224,0.48249027237354075,0.8902691511387169,0.28085106382978736,0.2826666666666665,0.21118012422360227,0.7596638655462186,0.20083682008368137,0.3076923076923079,1.07670654468684,0.2974559686888478,0.4651162790697673,0.2136498516320475,0.6206896551724143,0.4589084862108774
LeaveOneOutEncoder,RandomForestRegressor,0.1120000000000001,0.7665847665847667,0.4474708171206224,0.8902691511387169,0.32340425531914907,0.18133333333333343,0.32919254658385083,0.7798319327731094,0.21757322175732155,0.3195266272189351,1.064039408866995,0.2857142857142877,0.4186046511627907,0.2195845697329377,0.6137931034482763,0.4645948447170062
BackwardDifferenceEncoder,RandomForestRegressor,0.09600000000000009,0.7665847665847667,0.4552529182879376,0.9026915113871641,0.272340425531915,0.3199999999999999,0.16149068322981378,0.850420168067227,0.21757322175732155,0.3195266272189351,1.0738916256157633,0.2935420743639933,0.44186046511627897,0.18397626112759644,0.6275862068965522,0.465515797012351
CatBoostEncoder,RandomForestRegressor,0.1200000000000001,0.7764127764127766,0.4591439688715952,0.8902691511387169,0.2893617021276597,0.1760000000000001,0.3167701863354036,0.8168067226890755,0.19246861924686126,0.3195266272189351,1.0738916256157633,0.3170254403131136,0.4186046511627907,0.2195845697329377,0.6137931034482763,0.46664394295426026
MEstimateEncoder,MLPRegressor2,0.10400000000000009,0.05896805896805896,0.08949416342412457,0.111801242236025,1.0723404255319144,1.6053333333333328,0.062111801242236066,0.36974789915966394,1.1799163179916317,0.43786982248520606,0.05207600281491904,1.2054794520547956,0.046511627906976785,0.28486646884273004,0.324137931034483,0.46697696980173986
OrdinalEncoder,RandomForestRegressor,0.09600000000000009,0.7616707616707619,0.4591439688715952,0.8902691511387169,0.2893617021276597,0.3199999999999999,0.16770186335403703,0.8605042016806723,0.20920502092050144,0.3195266272189351,1.0696692470091484,0.3013698630136989,0.44186046511627897,0.20178041543026706,0.6206896551724143,0.4672501961816458
TargetEncoder,RandomForestRegressor,0.09600000000000009,0.7714987714987717,0.47470817120622555,0.8861283643892345,0.3148936170212767,0.1760000000000001,0.32919254658385083,0.8201680672268907,0.20083682008368137,0.3195266272189351,1.0654468684025333,0.3013698630136989,0.4186046511627907,0.2195845697329377,0.6206896551724143,0.46764323951421616
CatBoostEncoder,GradientBoostingRegressor,0.03200000000000003,0.47665847665847677,0.21789883268482482,0.9648033126294,0.6978723404255323,0.03200000000000002,0.20496894409937869,0.45042016806722684,0.5941422594142258,0.0,0.9992962702322308,0.571428571428572,0.34883720930232553,0.26112759643916916,1.1793103448275863,0.4687176217472632
LeaveOneOutEncoder,GradientBoostingRegressor,0.03200000000000003,0.47174447174447187,0.22568093385214,0.9523809523809528,0.6808510638297876,0.03200000000000002,0.20496894409937869,0.46386554621848736,0.5857740585774057,0.0,1.0190007037297677,0.5675146771037208,0.37209302325581395,0.26112759643916916,1.1793103448275863,0.4698874877372454
BaseNEncoder,GradientBoostingRegressor,0.016000000000000014,0.4668304668304669,0.14396887159533084,0.9648033126294,0.7063829787234046,0.026666666666666682,0.11180124223602492,0.45378151260504196,0.5857740585774057,0.023668639053254455,1.031667839549613,0.5675146771037208,0.48837209302325574,0.32640949554896137,1.1724137931034484,0.4724037098163997
TargetEncoder,GradientBoostingRegressor,0.040000000000000036,0.47665847665847677,0.2529182879377431,0.9523809523809528,0.7234042553191493,0.03200000000000002,0.20496894409937869,0.46050420168067224,0.5774058577405856,0.0,1.0021111893033074,0.5596868884540118,0.37209302325581395,0.26112759643916916,1.1793103448275863,0.4729713345397898
BinaryEncoder,GradientBoostingRegressor,0.02400000000000002,0.4668304668304669,0.18287937743190652,0.9606625258799176,0.7744680851063833,0.021333333333333346,0.0993788819875777,0.4235294117647058,0.5857740585774057,0.023668639053254455,1.027445460942998,0.5675146771037208,0.48837209302325574,0.32640949554896137,1.1793103448275863,0.4767717900940982
BackwardDifferenceEncoder,GradientBoostingRegressor,0.0,0.47665847665847677,0.16731517509727617,0.9730848861283649,0.765957446808511,0.1173333333333334,0.0931677018633541,0.48739495798319327,0.5774058577405856,0.011834319526627227,1.0049261083743841,0.5636007827788663,0.4651162790697673,0.2729970326409496,1.1793103448275863,0.47707351352208505
PolynomialEncoder,GradientBoostingRegressor,0.1280000000000001,0.5651105651105652,0.1945525291828793,0.9689440993788824,0.37446808510638313,0.0,0.19875776397515507,0.8941176470588236,0.5941422594142258,0.0,1.0499648135116115,0.5675146771037208,0.3953488372093023,0.172106824925816,1.1724137931034484,0.48502945967205424
OrdinalEncoder,GradientBoostingRegressor,0.0,0.47174447174447187,0.1945525291828793,0.9606625258799176,0.8340425531914898,0.12800000000000009,0.11180124223602492,0.45042016806722684,0.5774058577405856,0.011834319526627227,1.0063335679099226,0.5636007827788663,0.4651162790697673,0.3382789317507418,1.1793103448275863,0.4862069049270739
CountEncoder,GradientBoostingRegressor,0.040000000000000036,0.45208845208845216,0.15953307392996097,0.9565217391304351,0.791489361702128,0.09066666666666671,0.19254658385093146,0.43697478991596633,0.6025104602510459,0.011834319526627227,1.0302603800140746,0.5636007827788663,0.48837209302325574,0.35608308605341243,1.1793103448275863,0.4901194755839606
HashingEncoder,RandomForestRegressor,0.08800000000000008,0.7420147420147422,0.4085603112840465,0.8902691511387169,0.29787234042553207,0.26666666666666683,0.2546583850931675,0.8974789915966388,0.23430962343096173,0.6035502958579873,1.087966220971147,0.28180039138943314,0.44186046511627897,0.23738872403560835,0.6275862068965522,0.4906655010611653
DropEncoder,MLPRegressor,0.07200000000000006,0.11302211302211308,0.12451361867704289,0.111801242236025,1.4723404255319146,0.9599999999999996,0.14285714285714296,0.18823529411764695,0.16736401673640097,1.2899408284023663,0.11541168191414498,1.1741682974559697,0.3953488372093023,0.510385756676558,0.6827586206896556,0.5013431917017522
JamesSteinEncoder,MLPRegressor2,0.14400000000000013,0.0442260442260442,0.0739299610894942,0.0,1.1148936170212762,1.6159999999999994,0.0993788819875777,0.7025210084033614,1.1548117154811712,0.43786982248520606,0.05207600281491904,1.240704500978476,0.046511627906976785,0.5044510385756678,0.324137931034483,0.5037008101336435
HashingEncoder,GradientBoostingRegressor,0.04800000000000004,0.4570024570024571,0.14396887159533084,0.9358178053830232,0.8255319148936174,0.15466666666666676,0.2173913043478259,0.48403361344537815,0.610878661087866,0.3313609467455623,1.0387051372273046,0.5636007827788663,0.4651162790697673,0.3501483679525222,1.1793103448275863,0.5203688768682516
PolynomialEncoder,RandomForestRegressor,0.30400000000000027,1.0466830466830468,0.4474708171206224,0.8861283643892345,0.24680851063829798,0.1600000000000001,0.27329192546583836,1.3647058823529414,0.20920502092050144,0.3195266272189351,1.096410978184377,0.28180039138943314,0.4186046511627907,0.13056379821958466,0.6344827586206901,0.5213121848244197
PolynomialEncoder,MLPRegressor2,0.30400000000000027,0.28009828009828014,0.12451361867704289,0.14492753623188426,0.9446808510638303,0.9119999999999999,0.14285714285714296,0.8369747899159663,1.2803347280334727,1.005917159763313,0.09007741027445461,1.1898238747553844,0.023255813953488393,0.2967359050445105,0.3034482758620692,0.5253096924353893
JamesSteinEncoder,MLPRegressor,0.16000000000000014,0.19656019656019663,0.1945525291828793,0.13664596273291943,1.1659574468085103,2.037333333333333,0.19875776397515507,0.7764705882352941,0.30962343096234257,0.04733727810650891,0.24771287825475025,1.2720156555773021,0.3953488372093023,0.771513353115727,0.02068965517241381,0.528701260615109
BinaryEncoder,MLPRegressor,0.42399999999999993,0.57985257985258,0.2334630350194552,0.21532091097308495,1.0042553191489367,1.3013333333333332,0.13664596273291935,1.1764705882352942,0.44351464435146415,0.15384615384615394,0.23786066150598176,1.2720156555773021,0.3255813953488371,0.4332344213649852,0.04137931034482762,0.5319182647756769
DropEncoder,MLPRegressor2,0.04800000000000004,0.0,0.0739299610894942,0.008281573498964814,1.7957446808510638,1.1519999999999997,0.0,0.0,1.054393305439331,1.3254437869822482,0.04503870513722726,1.2602739726027419,0.069767441860465,0.172106824925816,0.993103448275862,0.5332055800442144
PolynomialEncoder,MLPRegressor,0.6240000000000001,0.47174447174447187,0.06225680933852144,0.32298136645962755,0.8425531914893621,1.013333333333333,0.341614906832298,1.0151260504201682,0.41841004184100383,0.16568047337278116,0.2758620689655172,1.1898238747553844,0.23255813953488375,1.0504451038575666,0.03448275862068968,0.5373915060377072
BaseNEncoder,MLPRegressor,0.3759999999999999,0.57985257985258,0.21400778210116725,0.19047619047619052,1.3191489361702124,1.8666666666666663,0.18012422360248426,0.9512605042016808,0.4602510460251043,0.14201183431952671,0.18296973961998592,1.162426614481413,0.34883720930232553,0.344213649851632,0.013793103448275872,0.5554693386746162
BaseNEncoder,MLPRegressor2,0.26400000000000023,0.5110565110565112,0.07782101167315181,0.10766045548654259,1.1234042553191486,1.376,0.07453416149068329,0.7058823529411765,1.3138075313807531,0.9467455621301768,0.047853624208303976,1.2211350293542103,0.046511627906976785,0.20771513353115728,0.3448275862068968,0.5579303228457125
JamesSteinEncoder,GradientBoostingRegressor,0.040000000000000036,0.5110565110565112,0.19844357976653687,0.9937888198757768,0.7489361702127663,0.8959999999999999,0.2857142857142856,0.5512605042016807,0.5941422594142258,0.0,1.0133708655876144,0.5636007827788663,0.37209302325581395,0.4451038575667656,1.1724137931034484,0.5590616301689527
BinaryEncoder,MLPRegressor2,0.29600000000000026,0.4963144963144964,0.1167315175097277,0.08281573498964814,1.0723404255319144,1.3066666666666666,0.07453416149068329,0.8033613445378153,1.3723849372384938,0.9467455621301768,0.04644616467276562,1.142857142857144,0.069767441860465,0.2255192878338279,0.33793103448275885,0.5593610612077723
GLMMEncoder,GradientBoostingRegressor,0.04800000000000004,0.5061425061425063,0.1945525291828793,0.9399585921325055,0.9872340425531919,0.7466666666666665,0.2857142857142856,0.5680672268907564,0.5857740585774057,0.0,1.0021111893033074,0.571428571428572,0.37209302325581395,0.4510385756676558,1.1793103448275863,0.5625394408228755
OneHotEncoder,MLPRegressor2,0.28800000000000026,0.6781326781326783,0.050583657587548674,0.12008281573498981,0.8765957446808514,1.4719999999999993,0.012422360248447213,0.8235294117647058,1.4058577405857742,1.0177514792899403,0.0844475721323012,1.142857142857144,0.023255813953488393,0.23738872403560835,0.2827586206896554,0.5677109174462088
MEstimateEncoder,GradientBoostingRegressor,0.03200000000000003,0.5012285012285014,0.20233463035019447,0.9440993788819879,0.9191489361702132,1.1039999999999999,0.29813664596273276,0.584873949579832,0.5941422594142258,0.0,1.0091484869809995,0.5675146771037208,0.34883720930232553,0.4391691394658754,1.1724137931034484,0.5811365071696037
SumEncoder,MLPRegressor,0.8079999999999998,0.8353808353808356,0.05447470817120626,0.32712215320911,1.2510638297872336,1.093333333333333,0.341614906832298,1.085714285714286,0.4853556485355646,0.1775147928994084,0.23082336382828997,1.1663405088062642,0.255813953488372,0.5994065281899111,0.02068965517241381,0.5821765668899019
HashingEncoder,MLPRegressor2,0.3999999999999999,0.15724815724815727,0.03501945525291831,0.14492753623188426,1.9234042553191488,1.141333333333333,0.10559006211180132,0.6655462184873949,1.230125523012552,0.8402366863905317,0.06333567909922587,1.1780821917808244,0.046511627906976785,0.4807121661721069,0.36551724137931063,0.5851726755817445
GLMMEncoder,RandomForestRegressor,0.1280000000000001,0.810810810810811,0.4474708171206224,0.9151138716356113,0.6127659574468088,1.1466666666666665,0.45341614906832295,1.0117647058823531,0.23430962343096173,0.3195266272189351,1.0654468684025333,0.309197651663408,0.4186046511627907,0.3204747774480713,0.6000000000000004,0.5862379451971932
DropEncoder,RandomForestRegressor,0.06400000000000006,0.6879606879606882,0.5525291828793774,0.8861283643892345,0.29787234042553207,0.3359999999999999,0.24223602484472032,0.7260504201680672,0.24267782426778184,1.5502958579881654,1.0471498944405349,0.28962818003913876,0.4651162790697673,0.23145400593471813,1.3517241379310347,0.598054880022584
SumEncoder,MLPRegressor2,0.4079999999999999,0.6486486486486488,0.11284046692607011,0.21946169772256735,1.0212765957446814,1.3386666666666667,0.2236024844720495,1.0521008403361347,1.2719665271966527,1.0177514792899403,0.04081632653061228,1.123287671232878,0.0,0.26112759643916916,0.29655172413793124,0.6024065816896
JamesSteinEncoder,RandomForestRegressor,0.10400000000000009,0.7862407862407864,0.46303501945525277,0.8902691511387169,0.6042553191489365,1.5626666666666662,0.4409937888198757,1.0285714285714287,0.19246861924686126,0.3195266272189351,1.087966220971147,0.27397260273972757,0.4186046511627907,0.3204747774480713,0.6137931034482763,0.6071225841518316
OneHotEncoder,MLPRegressor,0.536,0.9090909090909094,0.17898832684824892,0.27329192546583864,1.0297872340425527,1.450666666666666,0.22981366459627312,1.2302521008403362,0.4769874476987445,0.1775147928994084,0.22800844475721327,1.3502935420743685,0.27906976744186035,0.7418397626112759,0.027586206896551745,0.6079460527953499
MEstimateEncoder,RandomForestRegressor,0.1200000000000001,0.8009828009828012,0.470817120622568,0.8902691511387169,0.5957446808510641,1.7546666666666662,0.42857142857142855,1.005042016806723,0.17573221757322108,0.3195266272189351,1.083743842364532,0.30528375733855345,0.4186046511627907,0.3204747774480713,0.6344827586206901,0.6215961664911175
DropEncoder,GradientBoostingRegressor,0.02400000000000002,0.44717444717444726,0.2529182879377431,0.9358178053830232,0.6978723404255323,0.2826666666666665,0.22981366459627312,0.403361344537815,0.6359832635983264,1.2189349112426031,0.9697396199859255,0.5557729941291607,0.5116279069767441,0.3857566765578635,1.8827586206896552,0.628946569993452
HashingEncoder,MLPRegressor,0.4159999999999999,0.25552825552825553,0.09727626459143975,0.19875776397515532,2.314893617021276,1.781333333333333,0.21118012422360227,1.0386554621848743,0.3012552301255225,0.36686390532544405,0.20689655172413796,1.2681017612524474,0.34883720930232553,0.6409495548961422,0.027586206896551745,0.6316076826920338
BackwardDifferenceEncoder,MLPRegressor2,0.44799999999999995,1.4152334152334156,0.1167315175097277,0.09523809523809537,1.259574468085106,1.5199999999999994,0.16770186335403703,0.8403361344537814,1.3472803347280335,0.9585798816568041,0.07037297677691765,1.162426614481413,0.046511627906976785,0.6943620178041542,0.3586206896551727,0.700064642458909
BackwardDifferenceEncoder,MLPRegressor,0.6960000000000002,1.3316953316953322,0.09338521400778216,0.21532091097308495,1.4297872340425528,1.6213333333333328,0.35403726708074523,1.3210084033613447,0.39330543933054357,0.15384615384615394,0.254750175932442,1.2211350293542103,0.27906976744186035,1.1810089020771513,0.02068965517241381,0.7044248545099301
CatBoostEncoder,SVR,0.8799999999999999,1.0171990171990173,1.1284046692607002,1.300207039337475,0.4765957446808513,0.9546666666666663,0.7391304347826085,1.3983193277310926,0.10878661087866032,0.3195266272189351,1.3821252638986627,0.01956947162426576,0.9534883720930232,0.33234421364985156,0.36551724137931063,0.7583920466934081
TargetEncoder,SVR,0.9039999999999999,1.031941031941032,1.1128404669260699,1.3167701863354042,0.49361702127659596,0.9599999999999996,0.7701863354037265,1.408403361344538,0.10878661087866032,0.3195266272189351,1.3849401829697396,0.01956947162426576,0.9534883720930232,0.32640949554896137,0.3586206896551727,0.7646066568810749
LeaveOneOutEncoder,SVR,0.9199999999999999,1.0565110565110567,1.1128404669260699,1.3209109730848865,0.5276595744680853,0.965333333333333,0.8198757763975154,1.4386554621848742,0.10878661087866032,0.3195266272189351,1.386347642505278,0.01565557729941469,0.9534883720930232,0.32640949554896137,0.3586206896551727,0.7753747772070176
PolynomialEncoder,SVR,0.8639999999999999,1.0270270270270272,1.0505836575875485,1.2256728778467916,0.5872340425531918,0.8106666666666665,0.6086956521739127,1.5529411764705883,0.06694560669456076,0.3786982248520713,1.397607318789585,0.027397260273974842,0.9767441860465116,0.7240356083086052,0.3448275862068968,0.7762051260998623
GLMMEncoder,SVR,0.8319999999999999,1.0270270270270272,1.1089494163424123,1.2960662525879927,0.6127659574468088,1.013333333333333,0.7453416149068322,1.6134453781512605,0.11715481171548041,0.3195266272189351,1.379310344827586,0.01956947162426576,0.9534883720930232,0.35608308605341243,0.36551724137931063,0.7839719289805118
BaseNEncoder,SVR,0.8799999999999999,1.1695331695331699,1.0194552529182876,1.209109730848862,0.7319148936170217,0.8159999999999998,0.6335403726708072,1.700840336134454,0.08368200836820096,0.36686390532544405,1.4060520760028148,0.01956947162426576,1.0,0.5994065281899111,0.35172413793103474,0.7991794588776183
BinaryEncoder,SVR,0.8799999999999999,1.1695331695331699,1.0194552529182876,1.209109730848862,0.7319148936170217,0.8159999999999998,0.6335403726708072,1.700840336134454,0.08368200836820096,0.36686390532544405,1.4060520760028148,0.01956947162426576,1.0,0.5994065281899111,0.35172413793103474,0.7991794588776183
OneHotEncoder,SVR,0.8559999999999999,1.2137592137592141,1.0194552529182876,1.2877846790890277,0.6212765957446812,0.8106666666666665,0.6397515527950308,1.6336134453781512,0.08368200836820096,0.3786982248520713,1.4130893736805066,0.0234833659491203,1.0697674418604648,0.8605341246290802,0.35172413793103474,0.8175524055747693
MEstimateEncoder,SVR,0.8879999999999999,1.0466830466830468,1.1284046692607002,1.300207039337475,0.6638297872340428,1.2373333333333332,0.7018633540372669,1.4991596638655464,0.10878661087866032,0.3195266272189351,1.386347642505278,0.01565557729941469,0.9534883720930232,0.7596439169139465,0.36551724137931063,0.8249631254693318
SumEncoder,SVR,1.064,1.15970515970516,1.0350194552529182,1.345755693581781,0.8000000000000004,0.8159999999999998,0.826086956521739,1.677310924369748,0.08368200836820096,0.4142011834319516,1.4201266713581984,0.01174168297456015,0.9302325581395349,0.7299703264094954,0.29655172413793124,0.8406922896167478
HashingEncoder,SVR,0.9199999999999999,1.1695331695331699,0.8715953307392993,1.258799171842651,0.6468085106382981,0.8693333333333333,0.8695652173913042,1.73109243697479,0.05020920502092057,0.6508875739644961,1.4271639690358902,0.0234833659491203,1.0697674418604648,0.7596439169139465,0.35172413793103474,0.844640452075248
CatBoostEncoder,KNeighborsRegressor,0.8959999999999999,1.336609336609337,1.1828793774319064,1.3209109730848865,0.6808510638297876,1.0239999999999998,0.8012422360248446,1.431932773109244,0.1506276150627608,1.1360946745562124,1.263898662913441,0.05479452054794621,1.372093023255814,0.11275964391691404,0.11724137931034492,0.8587956853102291
BackwardDifferenceEncoder,SVR,0.976,1.3710073710073714,1.0661478599221788,1.1842650103519676,0.7234042553191493,1.1679999999999997,0.7267080745341613,1.6067226890756303,0.05857740585774067,0.34319526627218955,1.397607318789585,0.027397260273974842,0.7906976744186045,1.1632047477744807,0.3724137931034486,0.8650232484466988
TargetEncoder,KNeighborsRegressor,0.9119999999999999,1.3611793611793617,1.1712062256809337,1.3291925465838514,0.714893617021277,1.029333333333333,0.8509316770186335,1.4453781512605044,0.1589958158995809,1.1360946745562124,1.2653061224489797,0.03913894324853152,1.372093023255814,0.11869436201780426,0.11034482758620698,0.8676521787394016
MEstimateEncoder,KNeighborsRegressor,0.8959999999999999,1.3415233415233419,1.1789883268482488,1.3209109730848865,0.791489361702128,1.0879999999999999,0.7888198757763973,1.485714285714286,0.1506276150627608,1.1360946745562124,1.2653061224489797,0.05479452054794621,1.372093023255814,0.13056379821958466,0.11724137931034492,0.8745444865367287
GLMMEncoder,KNeighborsRegressor,0.8719999999999999,1.3169533169533174,1.1712062256809337,1.3043478260869574,0.8851063829787238,1.0346666666666664,0.8385093167701863,1.5529411764705883,0.14225941422594068,1.1360946745562124,1.263898662913441,0.09393346379647773,1.372093023255814,0.11275964391691404,0.11724137931034492,0.8809340782388344
LeaveOneOutEncoder,KNeighborsRegressor,0.9119999999999999,1.3906633906633912,1.1517509727626458,1.3291925465838514,0.8255319148936174,1.0346666666666664,0.9006211180124223,1.4689075630252104,0.1589958158995809,1.1360946745562124,1.2653061224489797,0.03913894324853152,1.372093023255814,0.13056379821958466,0.11034482758620698,0.8817247585215144
PolynomialEncoder,KNeighborsRegressor,1.024,1.326781326781327,1.1634241245136185,1.30848861283644,0.6808510638297876,1.0399999999999998,0.8757763975155278,1.485714285714286,0.37656903765690336,1.3372781065088752,1.2723434201266712,0.0469667318982406,1.2790697674418603,0.11275964391691404,0.0965517241379311,0.8951049495252256
OneHotEncoder,KNeighborsRegressor,1.024,1.326781326781327,1.1634241245136185,1.30848861283644,0.6808510638297876,1.0399999999999998,0.8757763975155278,1.485714285714286,0.37656903765690336,1.3372781065088752,1.2723434201266712,0.0469667318982406,1.2790697674418603,0.11275964391691404,0.0965517241379311,0.8951049495252256
DropEncoder,SVR,0.8319999999999999,0.9582309582309583,1.1673151750972761,1.2422360248447213,0.4425531914893619,1.0239999999999998,0.6149068322981364,1.3378151260504203,0.1255230125523005,1.7278106508875737,1.3750879662209712,0.01956947162426576,1.0697674418604648,0.5459940652818992,1.0827586206896553,0.9043712358085336
JamesSteinEncoder,KNeighborsRegressor,0.8799999999999999,1.3660933660933665,1.140077821011673,1.2877846790890277,1.038297872340425,1.3813333333333333,0.7763975155279501,1.6134453781512605,0.1589958158995809,1.1360946745562124,1.2653061224489797,0.03913894324853152,1.3488372093023255,0.13649851632047488,0.11034482758620698,0.9119097383272899
BaseNEncoder,KNeighborsRegressor,1.104,1.7002457002457005,1.1634241245136185,1.300207039337475,0.791489361702128,1.109333333333333,1.0310559006211177,1.539495798319328,0.37656903765690336,1.372781065088757,1.2695285010555946,0.05870841487280075,1.2790697674418603,0.15430267062314537,0.0965517241379311,0.9564508292633129
BinaryEncoder,KNeighborsRegressor,1.104,1.7002457002457005,1.1634241245136185,1.300207039337475,0.791489361702128,1.109333333333333,1.0310559006211177,1.539495798319328,0.37656903765690336,1.372781065088757,1.2695285010555946,0.05870841487280075,1.2790697674418603,0.15430267062314537,0.0965517241379311,0.9564508292633129
JamesSteinEncoder,SVR,0.8719999999999999,1.0614250614250615,1.1167315175097274,1.2712215320910982,0.9872340425531919,1.749333333333333,0.7267080745341613,1.680672268907563,0.10878661087866032,0.3076923076923079,1.3919774806474314,0.01565557729941469,1.0232558139534884,1.7566765578635013,0.3586206896551727,0.9618660578896077
